car_id,latitude,longitude
1,40.59338811729853,-73.88572511661046
2,40.689159214258666,-73.73017658813428
3,40.608318737753024,-73.99773166208989
4,40.713125024688736,-73.93720932185708
5,40.6751595767393,-73.73208014060108
6,40.65261486264921,-73.99577212920248
7,40.73488260627858,-73.99500907359398
8,40.83842892042647,-73.93987974457644
9,40.8365809904416,-73.86910041822887
10,40.81097213307479,-73.84675053074214
11,40.67369347729861,-73.86400246883233
12,40.67527981760748,-73.96539080362399
13,40.744791678303365,-73.99047257217934
14,40.59354270302823,-73.99350736143232
15,40.75193026904869,-73.97331142868799
16,40.76274205033459,-73.8986484529708
17,40.84369213910739,-73.87926720762246
18,40.69927629759143,-73.97016510882048
19,40.60277527955419,-74.01747697274446
20,40.7130867218384,-74.00263824586553
21,40.71254427483895,-74.01389722062052
22,40.60282075579912,-73.93611978140308
23,40.710576956457935,-73.99074760973703
24,40.67081286340351,-73.98606385912954
25,40.82828256141183,-73.89420096136062
26,40.69031462707266,-74.1724441464088
27,40.67900381667187,-73.9967329895173
28,40.77041246760751,-73.76325945807042
29,40.80554799094575,-73.97118089567765
30,40.5521259535872,-73.92803305605622
31,40.625833125469775,-73.97037350665995
32,40.83730319664061,-73.8624848730451
33,40.67929127732838,-73.87660693049438
34,40.69895212788386,-73.75308592113454
35,40.66897172909249,-73.79088529343389
36,40.53517274860678,-74.20440196846901
37,40.753650389048666,-73.90727939174047
38,40.724182551754495,-73.98511189444977
39,40.82197370239061,-73.84174221677479
40,40.85387865613915,-73.93115425521066
41,40.77636947339205,-73.90811709729161
42,40.757268616441664,-74.00174381272565
43,40.75388318745192,-73.81257268714879
44,40.83741643418061,-73.89258966843695
45,40.811010495691306,-73.96734221644648
46,40.80151261443212,-73.91050193036345
47,40.67877698391781,-73.77394162464256
48,40.877800886832674,-73.87185969975074
49,40.72795033917922,-73.90183746295502
50,40.72812155229548,-73.91656251722824
51,40.86629046648415,-73.83111739633367
52,40.7273347752628,-73.8428961824557
53,40.57515716065912,-74.10822161098997
54,40.66451509977755,-73.98510763717326
55,40.8069121870232,-73.87190172902976
56,40.70154990095484,-73.96119906052608
57,40.62817966168831,-73.96429039359172
58,40.57321394338624,-73.85903738696918
59,40.90358117975213,-73.88822559889138
60,40.66041347537772,-73.73547172990091
61,40.55835359676141,-74.12735463013298
62,40.71889832074794,-73.8158741743623
63,40.87493902353025,-73.83680984366349
64,40.881478910821485,-73.91256393984294
65,40.88493805157021,-73.90369372167044
66,40.85329326285383,-73.90851497616292
67,40.90614844219133,-73.89479141589507
68,40.62703800785373,-74.13857811856471
69,40.70486669445283,-73.98825595146808
70,40.66577971738977,-73.98651278732787
71,40.655594413636585,-73.8800489974734
72,40.61410383822098,-74.03164813791611
73,40.87334232290582,-73.88086326008923
74,40.63671865089108,-73.9475613038851
75,40.868097442546144,-73.8480703168834
76,40.58121156190514,-74.0055864281183
77,40.786096652523234,-73.97089758979546
78,40.801883967349504,-73.96455219146696
79,40.80657911191919,-73.92487086565478
80,40.712436412075,-73.98824310441199
81,40.66739627402383,-73.96331018696561
82,40.72248337567321,-73.96192158990709
83,40.72987137415241,-73.86351345397574
84,40.75683701158803,-73.93751958935346
85,40.73744675055159,-73.77396122733026
86,40.730979654629245,-73.99455665525369
87,40.74845714804727,-73.80734401149826
88,40.84090405946744,-73.81765451367676
89,40.64981873552601,-74.00180838294442
90,40.84602045329056,-73.84582986448983
91,40.72283884642148,-73.9015995830265
92,40.71676925955879,-73.7975326871745
93,40.76499942277143,-73.9874423865914
94,40.57828661127198,-74.09109161323629
95,40.70899136213101,-74.00430360308006
96,40.63318257347584,-73.97574004666802
97,40.72735210958472,-74.0082878517431
98,40.86777663073479,-73.90566970588057
99,40.78878726765226,-73.97495979833212
100,40.83294054568599,-73.88111425422692
101,40.67990849408017,-74.01334334323838
102,40.74043804194125,-74.00160662265617
103,40.76529844943664,-73.7858626789567
104,40.6645590784948,-73.97469611027006
105,40.79362681383295,-73.84685829204882
106,40.70343921028648,-74.01653588598552
107,40.70279509134918,-73.98776150187597
108,40.7039016631447,-73.79959487530095
109,40.769951592252895,-73.97301359454099
110,40.721905799724496,-73.9975941577468
111,40.85488997694421,-73.89971535372563
112,40.84386957019238,-73.94231070464565
113,40.757681179939006,-73.9726814730795
114,40.81485990622007,-73.94265136397743
115,40.63623579001179,-73.99956138608309
116,40.676844474037935,-73.73799572765724
117,40.65868599748051,-73.76054810250412
118,40.7338519481262,-74.00618513696578
119,40.85900018006609,-73.83868192990553
120,40.641302035270485,-74.00834762728044
121,40.83243695944168,-73.90843770288188
122,40.73848398757422,-73.99611149525998
123,40.681743242834685,-73.87027574733828
124,40.751450236559606,-73.76025212656552
125,40.73737561321145,-73.74038763013613
126,40.704480920935744,-74.00454278027033
127,40.79947020454588,-73.9608029221597
128,40.61041608909069,-73.93619016487875
129,40.70115003879079,-73.84811758966111
130,40.84072592966177,-73.82248953781497
131,40.89271794843924,-73.85586447209732
132,40.75312401430994,-74.0043933641685
133,40.741345067945446,-73.77457422528009
134,40.778966902089785,-73.88332268151106
135,40.63405011418973,-74.03754190782104
136,40.81158199169848,-73.94689563295931
137,40.54808160973391,-74.14904616249414
138,40.60010419172253,-73.9369561936084
139,40.60166698776583,-74.09265774952551
140,40.6514241392925,-73.95548734950246
141,40.86692663433418,-73.82453330596195
142,40.76588271707821,-73.75006902032274
143,40.86143970928429,-73.86543672765268
144,40.83223899722593,-73.86207071255279
145,40.76464097042452,-73.79261631764915
146,40.73000089901,-73.97925231467725
147,40.61611794875553,-73.98543625840347
148,40.58713832001639,-73.9492496351551
149,40.72720131596134,-73.84978366267922
150,40.73492138711008,-73.72603456227266
151,40.87691859189781,-73.90815151949624
152,40.69090346688489,-74.01959910994896
153,40.77319145205569,-73.94553981513936
154,40.70197383399339,-74.01337869624001
155,40.72517465949106,-73.88285310264295
156,40.86016283501724,-73.83827560750096
157,40.69442801643631,-73.95131208764379
158,40.67716026033638,-73.94602526716639
159,40.684917482192525,-74.00090464001403
160,40.71178009087736,-73.78360803691623
161,40.74713287855809,-74.00668734924429
162,40.78209086850122,-73.96032815972066
163,40.6872456227153,-73.94912783843739
164,40.70752184051752,-73.86136110718859
165,40.68271449758473,-73.98725977239572
166,40.77410077075774,-73.95450735567982
167,40.79479644909281,-73.96791119433836
168,40.87027823041775,-73.93018001283045
169,40.69984669495242,-73.92300236482704
170,40.73821270784441,-73.85909143779398
171,40.78646548607103,-73.9825551635124
172,40.86445180692868,-73.91791646960738
173,40.73487358427129,-73.86469700317176
174,40.84157147753504,-73.86097961334154
175,40.78019027147633,-73.94548050574969
176,40.718192951153455,-73.78854390924
177,40.62884830061196,-73.96784140610917
178,40.713363992945006,-73.90217327757341
179,40.68444525896116,-73.89095469774036
180,40.60243304626787,-73.89983103866912
181,40.76795024919246,-73.98197889751697
182,40.64654355044458,-74.00428736046135
183,40.89986750703587,-73.89776287460352
184,40.84605457219519,-73.88300037905321
185,40.75027797947576,-73.86774027339526
186,40.68550917816994,-73.97369773490915
187,40.89743845627302,-73.90867662757277
188,40.70647436903555,-73.76323647256123
189,40.73873992742915,-73.9858115435536
190,40.77322926759591,-73.78085383171938
191,40.74440047441927,-73.74955705429427
192,40.78174711979728,-73.97565725462542
193,40.789677866183055,-73.98012192653795
194,40.7208068962006,-73.87678384809341
195,40.7051512358261,-73.79145157259721
196,40.681770821907605,-73.99177919418774
197,40.68916791652013,-74.044446789821
198,40.64046210162384,-74.08991910352809
199,40.75867690424763,-73.78412557749118
200,40.73538349074967,-73.99852616595753
201,40.69889134966285,-73.91254893036425
