car_id,longitude,latitude
1,-73.77926788981769,40.69887968600719
2,-74.11921610614924,40.57167256577582
3,-74.14218919213458,40.62186848604457
4,-74.10388319361286,40.61947266656317
5,-73.78226585097721,40.789263096687534
6,-73.8466981704212,40.67220090594564
7,-74.00902983080161,40.710867458098264
8,-74.00622690512994,40.75337199659769
9,-73.97991393018431,40.77071015024794
10,-74.18062247205023,40.69929774506362
11,-73.99693502417671,40.74324275516731
12,-73.95908566940551,40.81908175350209
13,-73.8234440104586,40.87087968158409
14,-73.8870047289394,40.579229722634665
15,-73.84293755117521,40.677311939124365
16,-73.8106926730352,40.77371990450128
17,-73.88914656465006,40.678190881322145
18,-73.90838252132862,40.87096262074627
19,-73.94946257365791,40.83057946005667
20,-73.99036862242627,40.72896497361546
21,-73.91278652696936,40.797377827882926
22,-74.00209809608246,40.72180140984159
23,-73.97810864254053,40.75750114673285
24,-73.97269384088743,40.78638583569676
25,-74.00020089486122,40.72133379260683
26,-73.8925788042766,40.83796651576177
27,-73.83966842521941,40.79425660089921
28,-73.88175954229021,40.771211759731735
29,-73.921189494763,40.82609631523709
30,-73.8985311259506,40.67378343792435
31,-74.00813538526641,40.72734624988916
32,-73.77230794880016,40.85355897939028
33,-73.95401665850034,40.740976188415196
34,-74.10840017729298,40.611295189893205
35,-73.92746365027686,40.863874891920666
36,-74.11615788342591,40.61674527309901
37,-73.82309964546246,40.83501390112502
38,-73.9250306579289,40.64261905225491
39,-73.82235526953451,40.69825794451032
40,-73.91836999200184,40.86794574243292
41,-73.72049685706358,40.73206838740877
42,-74.04272196420831,40.69009433839602
43,-73.86333930199176,40.70365668360454
44,-73.9483676564639,40.783244357009906
45,-73.90468360024681,40.84637053632321
46,-73.90380828395126,40.70351551045697
47,-73.85711758306462,40.83952075039677
48,-73.94496010521868,40.741019181986616
49,-73.85480275872708,40.82446926186864
50,-73.95914990385629,40.8191820733509
51,-73.8698832609923,40.900045078846404
52,-73.93070973815506,40.71560477206895
53,-73.82644057181575,40.708990545953625
54,-73.91108848758232,40.82803678414874
55,-73.91508299304837,40.70409501772433
56,-73.9013956696673,40.7671892665306
57,-74.00314765264838,40.71020764939929
58,-73.72952771396959,40.70463070373526
59,-73.98532982646806,40.66323949007097
60,-73.98073073274855,40.60033566424837
61,-73.79054891571842,40.719998934038216
62,-73.84993383044937,40.678023586535005
63,-73.86159341738592,40.740397407656396
64,-73.90526079279556,40.78935950870769
65,-73.9098719188354,40.587150453926746
66,-73.95654974960475,40.70421336451676
67,-73.70620583979158,40.74813530411667
68,-73.98469644646975,40.755611819848056
69,-74.16373461106048,40.706329210211614
70,-73.95705619678401,40.80226445444755
71,-73.83644921958194,40.77428456918583
72,-74.12954092516267,40.53907165463137
73,-74.02258902097832,40.68943033954957
74,-73.81206345536432,40.7074702503953
75,-73.97345875986052,40.72933281376516
76,-74.00974006072968,40.736953049666354
77,-73.972579841759,40.638650540547246
78,-73.81987360949068,40.83856455799192
79,-73.97427711303689,40.75591256035257
80,-73.98537810997873,40.594630034067826
81,-73.93030387794249,40.73225950670413
82,-73.87918971257194,40.68849784276324
83,-73.8478531365418,40.85407539536896
84,-73.82009797481521,40.71627524426657
85,-73.94922197605263,40.64311563547149
86,-73.99633415402306,40.7169954340246
87,-74.09993694804149,40.5856867221447
88,-73.89216303988397,40.8380061342144
89,-73.87944004691775,40.834048924429034
90,-73.99282756413261,40.674857873147054
91,-73.82805594742175,40.89091962534514
92,-73.84373539294704,40.7097067169618
93,-73.96937684512189,40.68178378252655
94,-73.8219127605822,40.84028907509968
95,-73.81789934525365,40.6717289713179
96,-73.77850945741733,40.701153680468316
97,-73.95058760207685,40.805203163024494
98,-73.96619873603811,40.62322954300834
99,-73.8880049561843,40.85450343411703
100,-73.86766556486721,40.680345792049856
101,-73.85097533819695,40.75628347975147
102,-73.99282733340745,40.6879692178126
103,-73.96884493914433,40.61318880828631
104,-73.96459262128256,40.81070171226828
105,-73.95255123144328,40.713746612880634
106,-73.89852970484031,40.846722064914104
107,-74.00614736821815,40.743612001360894
108,-74.00298545003362,40.641911303655895
109,-73.9816160453879,40.60127661922561
110,-73.94086223032616,40.80536383757372
111,-73.99782661965146,40.74890526422305
112,-73.84197297791603,40.837741460856925
113,-73.8421366419766,40.7785781167765
114,-73.92914792956243,40.641840976600925
115,-73.86332860852048,40.84091788274225
116,-73.97112573258944,40.611966232293355
117,-74.04078471903175,40.70019865604419
118,-73.75984563124162,40.73546333797722
119,-74.00667979064734,40.74025935042499
120,-73.89502881342004,40.85580647665326
121,-73.81840334028446,40.74531836511218
122,-73.81024361526896,40.5860238466227
123,-73.8510809142553,40.7345557005539
124,-73.9604708377549,40.63593774393532
125,-73.96430139415469,40.70030565530772
126,-73.81625122248086,40.62607726315336
127,-73.97867997239796,40.66961772259622
128,-73.90632148441772,40.80291044375323
129,-74.01724258764632,40.7097621526152
130,-73.91362124509612,40.55858390611609
131,-74.19502635461066,40.54702118202183
132,-74.24597092159635,40.54206854701101
133,-73.99570405089008,40.72393736460542
134,-73.9350606977228,40.75189068856171
135,-73.86444409160082,40.75006573453763
136,-73.96894188393539,40.593250789636656
137,-73.95964351123646,40.81259530657572
138,-73.76759417227379,40.598180103952046
139,-73.9452629573921,40.80610578470896
140,-73.959236841669,40.78033692175324
141,-73.95644051117954,40.80339610189901
142,-73.8672870016166,40.70748835381424
143,-73.91693260470237,40.73182024724481
144,-73.96769460295393,40.577673834327825
145,-74.09815954305274,40.58849053047546
146,-73.90246045856544,40.64517329722157
147,-73.8076644235944,40.7082036891795
148,-73.84887280381008,40.67315313213492
149,-73.9308900180224,40.82902758807531
150,-73.93809362527199,40.704802972235896
151,-73.97979007867943,40.70363889998135
152,-73.7818464166408,40.7769717662474
153,-74.18438808351357,40.53057968954687
154,-73.77889463210431,40.704270399803846
155,-73.96397684427052,40.80006190778649
156,-73.92089247135594,40.80052293071512
157,-74.00429720103571,40.75297990703495
158,-73.8424301574107,40.74683083127866
159,-73.76317486938123,40.66244365502636
160,-73.7804212538788,40.71736011009231
161,-73.90705566581799,40.72376579073226
162,-73.71233187855024,40.73858599696443
163,-73.75743000589314,40.74310424287754
164,-73.93624572478437,40.80894026298312
165,-73.99228961502669,40.75358134782772
166,-73.9710518878943,40.605376954675
167,-73.8203594372777,40.7775661401338
168,-73.99556828842371,40.71679780602983
169,-74.08666863625413,40.57429513780158
170,-73.82301797879101,40.7380904075401
171,-73.97154230155827,40.673045188223654
172,-74.18598518814987,40.548294722425126
173,-73.980162821737,40.76006891613282
174,-73.86516002771808,40.73503334177304
175,-73.88825640319669,40.794041835769356
176,-73.96745145280222,40.80421903686072
177,-73.86061274786911,40.71868355984629
178,-73.9018879692023,40.85270216398698
179,-73.99268157079308,40.74903918012318
180,-74.17249276653392,40.61779599820671
181,-74.18655777920766,40.57664092402575
