car_id,longitude,latitude
1,-74.01620942954315,40.69018138259847
2,-73.91195667232078,40.80171667873766
3,-73.9663257196743,40.803410883656504
4,-73.87790689365241,40.82210874662306
5,-73.96368394326868,40.69661313120659
6,-73.88761970766673,40.76747158588129
7,-73.9724123430762,40.6653732305128
8,-74.16198053419333,40.57740361481084
9,-73.79290532448381,40.74559895725483
10,-73.93110979032326,40.8328922813894
11,-73.8705432118539,40.87556243067223
12,-73.82056307101534,40.61436087368396
13,-73.88964676770958,40.71678336807145
14,-73.95543460198473,40.64756999204294
15,-73.9817952988933,40.717854898704
16,-74.04173842477769,40.699123616295076
17,-73.90768506668852,40.87391993196024
18,-73.94711677312752,40.83097985788673
19,-73.93590653355265,40.80510963840856
20,-73.93533523883,40.66818890341233
21,-73.95797105379242,40.82351866443123
22,-73.97480375153324,40.67087488785815
23,-73.82761176949197,40.70812384488941
24,-74.00734797275719,40.73585525680319
25,-73.80174550195686,40.65233754354076
26,-73.98615306477103,40.64853192417155
27,-73.92358583785504,40.863661237625834
28,-73.97372460074469,40.753674824620745
29,-73.98844152150797,40.712635992275324
30,-73.81967847247384,40.74569906260554
31,-73.97712872076843,40.75310956531924
32,-73.78217323904238,40.84739133236521
33,-73.9483351313016,40.78129819331565
34,-73.74359247116575,40.66547309941061
35,-74.01411051561472,40.61721195130038
36,-73.94258902868451,40.597098558933595
37,-73.94909472457782,40.62894431184736
38,-74.17910229314259,40.55255784565922
39,-74.03921330631044,40.69850986610735
40,-73.9299614047338,40.83816335697113
41,-73.94487521927853,40.78499389988223
42,-74.14438429386122,40.632468901574974
43,-73.96469815748885,40.686930577963665
44,-73.82171989221199,40.754302359153115
45,-73.95513066539499,40.69464642551705
46,-74.00461809427904,40.73309966839983
47,-73.91773681665924,40.83376923490427
48,-73.97419615216641,40.65264451924769
49,-73.98683102352138,40.678464686632275
50,-73.8217261450821,40.60381737521741
51,-73.96184171150487,40.682214841021384
52,-74.00197779189398,40.71380523086222
53,-73.88746218464392,40.857800079453064
54,-73.99777364966776,40.71777035987444
55,-73.88759122606028,40.66755043289465
56,-73.96510866682314,40.70500598311583
57,-73.85223313457251,40.739153139706566
58,-73.99509679885746,40.63090208071424
59,-73.99207599162081,40.721853339902815
60,-73.75075811639334,40.654322971595406
